"No.","Time","Source","Destination","Protocol","Length","Info"
"1","0.000000","192.168.1.166","23.198.241.2","TLSv1.2","5741","Application Data"
"2","0.000067","192.168.1.166","23.198.241.2","TLSv1.2","93","Application Data"
"3","0.000081","192.168.1.166","23.198.241.2","TLSv1.2","538","Application Data"
"4","0.027192","23.198.241.2","192.168.1.166","TCP","54","443  >  58685 [ACK] Seq=1 Ack=2921 Win=14805 Len=0"
"5","0.027192","23.198.241.2","192.168.1.166","TCP","54","443  >  58685 [ACK] Seq=1 Ack=6211 Win=14785 Len=0"
"6","0.027192","23.198.241.2","192.168.1.166","TLSv1.2","93","Application Data"
"7","0.064368","192.168.1.166","23.198.241.2","TLSv1.2","5860","Application Data"
"8","0.064451","192.168.1.166","23.198.241.2","TLSv1.2","5734","Application Data"
"9","0.064474","192.168.1.166","23.198.241.2","TLSv1.2","853","Application Data"
"10","0.103875","23.198.241.2","192.168.1.166","TCP","54","443  >  58685 [ACK] Seq=40 Ack=10591 Win=14813 Len=0"
"11","0.103875","23.198.241.2","192.168.1.166","TCP","54","443  >  58685 [ACK] Seq=40 Ack=13477 Win=14805 Len=0"
"12","0.103875","23.198.241.2","192.168.1.166","TCP","54","443  >  58685 [ACK] Seq=40 Ack=18496 Win=14793 Len=0"
"13","0.111655","23.198.241.2","192.168.1.166","TLSv1.2","492","Application Data"
"14","0.111655","23.198.241.2","192.168.1.166","TLSv1.2","120","Application Data"
"15","0.111688","192.168.1.166","23.198.241.2","TCP","54","58685  >  443 [ACK] Seq=18496 Ack=544 Win=8188 Len=0"
"16","0.112431","192.168.1.166","23.198.241.2","TLSv1.2","89","Application Data"
"17","0.143264","23.198.241.2","192.168.1.166","TLSv1.2","355","Application Data"
"18","0.143264","23.198.241.2","192.168.1.166","TLSv1.2","121","Application Data"
"19","0.143331","192.168.1.166","23.198.241.2","TCP","54","58685  >  443 [ACK] Seq=18531 Ack=912 Win=8186 Len=0"
"20","1.510243","23.198.241.2","192.168.1.166","TCP","1514","443  >  58685 [ACK] Seq=912 Ack=18531 Win=14813 Len=1460 [TCP PDU reassembled in 21]"
"21","1.510243","23.198.241.2","192.168.1.166","TLSv1.2","1033","Application Data"
"22","1.510243","23.198.241.2","192.168.1.166","TCP","1514","443  >  58685 [ACK] Seq=3351 Ack=18531 Win=14813 Len=1460 [TCP PDU reassembled in 25]"
"23","1.510243","23.198.241.2","192.168.1.166","TCP","1514","443  >  58685 [ACK] Seq=4811 Ack=18531 Win=14813 Len=1460 [TCP PDU reassembled in 25]"
"24","1.510243","23.198.241.2","192.168.1.166","TCP","13194","443  >  58685 [ACK] Seq=6271 Ack=18531 Win=14813 Len=13140 [TCP PDU reassembled in 25]"
"25","1.510243","23.198.241.2","192.168.1.166","TLSv1.2","400","Application Data"
"26","1.510243","23.198.241.2","192.168.1.166","TLSv1.2","85","Application Data"
"27","1.510243","23.198.241.2","192.168.1.166","TCP","16114","443  >  58685 [ACK] Seq=19788 Ack=18531 Win=14813 Len=16060 [TCP PDU reassembled in 28]"
"28","1.510243","23.198.241.2","192.168.1.166","TLSv1.2","400","Application Data"
"29","1.510243","23.198.241.2","192.168.1.166","TLSv1.2","13194","Application Data, Application Data, Application Data"
"30","1.510243","23.198.241.2","192.168.1.166","TCP","1514","443  >  58685 [ACK] Seq=49334 Ack=18531 Win=14813 Len=1460 [TCP PDU reassembled in 39]"
"31","1.510243","23.198.241.2","192.168.1.166","TCP","1514","443  >  58685 [ACK] Seq=50794 Ack=18531 Win=14813 Len=1460 [TCP PDU reassembled in 39]"
"32","1.510243","23.198.241.2","192.168.1.166","TCP","1514","443  >  58685 [ACK] Seq=52254 Ack=18531 Win=14813 Len=1460 [TCP PDU reassembled in 39]"
"33","1.510243","23.198.241.2","192.168.1.166","TCP","1514","443  >  58685 [ACK] Seq=53714 Ack=18531 Win=14813 Len=1460 [TCP PDU reassembled in 39]"
"34","1.510243","23.198.241.2","192.168.1.166","TCP","1514","443  >  58685 [ACK] Seq=55174 Ack=18531 Win=14813 Len=1460 [TCP PDU reassembled in 39]"
"35","1.510243","23.198.241.2","192.168.1.166","TCP","1514","443  >  58685 [ACK] Seq=56634 Ack=18531 Win=14813 Len=1460 [TCP PDU reassembled in 39]"
"36","1.510243","23.198.241.2","192.168.1.166","TCP","1514","443  >  58685 [ACK] Seq=58094 Ack=18531 Win=14813 Len=1460 [TCP PDU reassembled in 39]"
"37","1.510243","23.198.241.2","192.168.1.166","TCP","1514","443  >  58685 [ACK] Seq=59554 Ack=18531 Win=14813 Len=1460 [TCP PDU reassembled in 39]"
"38","1.510243","23.198.241.2","192.168.1.166","TCP","4434","443  >  58685 [ACK] Seq=61014 Ack=18531 Win=14813 Len=4380 [TCP PDU reassembled in 39]"
"39","1.510243","23.198.241.2","192.168.1.166","TLSv1.2","400","Application Data"
"40","1.510243","23.198.241.2","192.168.1.166","TLSv1.2","85","Application Data"
"41","1.510243","23.198.241.2","192.168.1.166","TCP","1514","443  >  58685 [ACK] Seq=65771 Ack=18531 Win=14813 Len=1460 [TCP PDU reassembled in 44]"
"42","1.510243","23.198.241.2","192.168.1.166","TCP","1514","443  >  58685 [ACK] Seq=67231 Ack=18531 Win=14813 Len=1460 [TCP PDU reassembled in 44]"
"43","1.510243","23.198.241.2","192.168.1.166","TCP","1514","443  >  58685 [ACK] Seq=68691 Ack=18531 Win=14813 Len=1460 [TCP PDU reassembled in 44]"
"44","1.510243","23.198.241.2","192.168.1.166","TLSv1.2","1252","Application Data"
"45","1.510375","192.168.1.166","23.198.241.2","TCP","54","58685  >  443 [ACK] Seq=18531 Ack=71349 Win=8191 Len=0"
"46","1.518059","23.198.241.2","192.168.1.166","TCP","16114","443  >  58685 [ACK] Seq=71349 Ack=18531 Win=14813 Len=16060 [TCP PDU reassembled in 47]"
"47","1.518059","23.198.241.2","192.168.1.166","TLSv1.2","400","Application Data"
"48","1.518059","23.198.241.2","192.168.1.166","TLSv1.2","85","Application Data"
"49","1.518059","23.198.241.2","192.168.1.166","TCP","5894","443  >  58685 [ACK] Seq=87786 Ack=18531 Win=14813 Len=5840 [TCP PDU reassembled in 50]"
"50","1.518059","23.198.241.2","192.168.1.166","TLSv1.2","1305","Application Data"
"51","1.518059","23.198.241.2","192.168.1.166","TCP","16114","443  >  58685 [ACK] Seq=94877 Ack=18531 Win=14813 Len=16060 [TCP PDU reassembled in 52]"
"52","1.518059","23.198.241.2","192.168.1.166","TLSv1.2","400","Application Data"
"53","1.518059","23.198.241.2","192.168.1.166","TLSv1.2","85","Application Data"
"54","1.518059","23.198.241.2","192.168.1.166","TCP","7354","443  >  58685 [ACK] Seq=111314 Ack=18531 Win=14813 Len=7300 [TCP PDU reassembled in 55]"
"55","1.518059","23.198.241.2","192.168.1.166","TLSv1.2","975","Application Data"
"56","1.518059","23.198.241.2","192.168.1.166","TCP","7354","443  >  58685 [ACK] Seq=119535 Ack=18531 Win=14813 Len=7300 [TCP PDU reassembled in 57]"
"57","1.518059","23.198.241.2","192.168.1.166","TLSv1.2","1161","Application Data"
"58","1.518059","23.198.241.2","192.168.1.166","TLSv1.2","93","Application Data"
"59","1.518059","23.198.241.2","192.168.1.166","TLSv1.2","85","Application Data"
"60","1.518132","192.168.1.166","23.198.241.2","TCP","54","58685  >  443 [ACK] Seq=18531 Ack=128012 Win=8191 Len=0"
"61","1.520078","192.168.1.166","23.198.241.2","TLSv1.2","6127","Application Data"
"62","1.520122","192.168.1.166","23.198.241.2","TLSv1.2","1644","Application Data"
"63","1.566341","192.168.1.166","23.198.241.2","TLSv1.2","576","Application Data"
"64","1.566360","192.168.1.166","23.198.241.2","TLSv1.2","171","Application Data"
"65","1.572581","23.198.241.2","192.168.1.166","TCP","54","443  >  58685 [ACK] Seq=128012 Ack=24604 Win=14787 Len=0"
"66","1.572581","23.198.241.2","192.168.1.166","TCP","54","443  >  58685 [ACK] Seq=128012 Ack=26194 Win=14810 Len=0"
"67","1.610507","192.168.1.166","23.198.241.2","TLSv1.2","164","Application Data"
"68","1.612417","23.198.241.2","192.168.1.166","TCP","54","443  >  58685 [ACK] Seq=128012 Ack=26833 Win=14813 Len=0"
"69","1.612417","23.198.241.2","192.168.1.166","TLSv1.2","365","Application Data"
"70","1.612417","23.198.241.2","192.168.1.166","TLSv1.2","159","Application Data"
"71","1.612417","23.198.241.2","192.168.1.166","TLSv1.2","339","Application Data"
"72","1.612417","23.198.241.2","192.168.1.166","TCP","1514","443  >  58685 [ACK] Seq=128713 Ack=26833 Win=14813 Len=1460 [TCP PDU reassembled in 73]"
"73","1.612417","23.198.241.2","192.168.1.166","TLSv1.2","61","Application Data"
"74","1.612417","23.198.241.2","192.168.1.166","TCP","8814","443  >  58685 [ACK] Seq=130180 Ack=26833 Win=14813 Len=8760 [TCP PDU reassembled in 75]"
"75","1.612417","23.198.241.2","192.168.1.166","TLSv1.2","843","Application Data"
"76","1.612463","192.168.1.166","23.198.241.2","TCP","54","58685  >  443 [ACK] Seq=26943 Ack=139729 Win=8191 Len=0"
"77","1.612876","192.168.1.166","23.198.241.2","TLSv1.2","5425","Application Data"
"78","1.639678","192.168.1.166","23.198.241.2","TLSv1.2","5744","Application Data"
"79","1.663042","23.198.241.2","192.168.1.166","TCP","54","443  >  58685 [ACK] Seq=139729 Ack=28403 Win=14810 Len=0"
"80","1.663042","23.198.241.2","192.168.1.166","TCP","54","443  >  58685 [ACK] Seq=139729 Ack=31323 Win=14795 Len=0"
"81","1.666046","23.198.241.2","192.168.1.166","TCP","54","443  >  58685 [ACK] Seq=139729 Ack=35234 Win=14805 Len=0"
"82","1.676592","23.198.241.2","192.168.1.166","TLSv1.2","956","Application Data"
"83","1.684496","23.198.241.2","192.168.1.166","TLSv1.2","85","Application Data"
"84","1.684496","23.198.241.2","192.168.1.166","TLSv1.2","372","Application Data"
"85","1.684496","23.198.241.2","192.168.1.166","TLSv1.2","85","Application Data"
"86","1.684513","192.168.1.166","23.198.241.2","TCP","54","58685  >  443 [ACK] Seq=38004 Ack=141011 Win=8186 Len=0"
"87","1.749026","192.168.1.166","23.198.241.2","TLSv1.2","577","Application Data"
"88","1.749069","192.168.1.166","23.198.241.2","TLSv1.2","191","Application Data"
"89","1.749087","192.168.1.166","23.198.241.2","TLSv1.2","183","Application Data"
"90","1.749103","192.168.1.166","23.198.241.2","TLSv1.2","192","Application Data"
"91","1.752276","23.198.241.2","192.168.1.166","TLSv1.2","318","Application Data"
"92","1.752276","23.198.241.2","192.168.1.166","TLSv1.2","1443","Application Data"
"93","1.752276","23.198.241.2","192.168.1.166","TCP","1514","443  >  58685 [ACK] Seq=142664 Ack=38004 Win=14814 Len=1460 [TCP PDU reassembled in 104]"
