"No.","Time","Source","Destination","Protocol","Length","Info"
"1","0.000000","192.168.1.166","23.198.241.2","TLSv1.2","5705","Application Data"
"2","0.000033","192.168.1.166","23.198.241.2","TLSv1.2","1173","Application Data"
"3","0.001462","192.168.1.166","23.198.241.2","TLSv1.2","5705","Application Data"
"4","0.001505","192.168.1.166","23.198.241.2","TLSv1.2","538","Application Data"
"5","0.015569","192.168.1.166","23.198.241.2","TLSv1.2","5658","Application Data"
"6","0.035253","23.198.241.2","192.168.1.166","TCP","54","443  >  58685 [ACK] Seq=1 Ack=2921 Win=14805 Len=0"
"7","0.038048","23.198.241.2","192.168.1.166","TCP","54","443  >  58685 [ACK] Seq=1 Ack=5652 Win=14806 Len=0"
"8","0.038048","23.198.241.2","192.168.1.166","TCP","54","443  >  58685 [ACK] Seq=1 Ack=6771 Win=14814 Len=0"
"9","0.038048","23.198.241.2","192.168.1.166","TCP","54","443  >  58685 [ACK] Seq=1 Ack=8231 Win=14806 Len=0"
"10","0.038048","23.198.241.2","192.168.1.166","TCP","54","443  >  58685 [ACK] Seq=1 Ack=12422 Win=14784 Len=0"
"11","0.038048","23.198.241.2","192.168.1.166","TCP","54","443  >  58685 [ACK] Seq=1 Ack=12906 Win=14781 Len=0"
"12","0.049880","23.198.241.2","192.168.1.166","TCP","54","443  >  58685 [ACK] Seq=1 Ack=14366 Win=14812 Len=0"
"13","0.049880","23.198.241.2","192.168.1.166","TCP","54","443  >  58685 [ACK] Seq=1 Ack=15826 Win=14812 Len=0"
"14","0.049880","23.198.241.2","192.168.1.166","TCP","54","443  >  58685 [ACK] Seq=1 Ack=17286 Win=14812 Len=0"
"15","0.049880","23.198.241.2","192.168.1.166","TCP","54","443  >  58685 [ACK] Seq=1 Ack=18510 Win=14813 Len=0"
"16","0.100459","23.198.241.2","192.168.1.166","TLSv1.2","473","Application Data"
"17","0.100459","23.198.241.2","192.168.1.166","TLSv1.2","116","Application Data"
"18","0.100459","23.198.241.2","192.168.1.166","TLSv1.2","473","Application Data"
"19","0.100459","23.198.241.2","192.168.1.166","TLSv1.2","116","Application Data"
"20","0.100490","192.168.1.166","23.198.241.2","TCP","54","58685  >  443 [ACK] Seq=18510 Ack=963 Win=8191 Len=0"
"21","0.101266","192.168.1.166","23.198.241.2","TLSv1.2","89","Application Data"
"22","0.109759","23.198.241.2","192.168.1.166","TLSv1.2","328","Application Data"
"23","0.109759","23.198.241.2","192.168.1.166","TLSv1.2","841","Application Data"
"24","0.109786","192.168.1.166","23.198.241.2","TCP","54","58685  >  443 [ACK] Seq=18545 Ack=2024 Win=8187 Len=0"
"25","0.128190","23.198.241.2","192.168.1.166","TCP","54","443  >  58685 [ACK] Seq=2024 Ack=18545 Win=14815 Len=0"
"26","0.812564","192.168.1.166","23.198.241.2","TLSv1.2","5774","Application Data"
"27","0.841427","23.198.241.2","192.168.1.166","TCP","54","443  >  58685 [ACK] Seq=2024 Ack=20005 Win=14812 Len=0"
"28","0.841427","23.198.241.2","192.168.1.166","TCP","54","443  >  58685 [ACK] Seq=2024 Ack=21465 Win=14812 Len=0"
"29","0.841427","23.198.241.2","192.168.1.166","TCP","54","443  >  58685 [ACK] Seq=2024 Ack=24265 Win=14805 Len=0"
"30","0.913624","23.198.241.2","192.168.1.166","TLSv1.2","429","Application Data"
"31","0.913624","23.198.241.2","192.168.1.166","TLSv1.2","1194","Application Data"
"32","0.913658","192.168.1.166","23.198.241.2","TCP","54","58685  >  443 [ACK] Seq=24265 Ack=3539 Win=8191 Len=0"
"33","0.917262","192.168.1.166","23.198.241.2","TLSv1.2","5775","Application Data"
"34","0.944543","23.198.241.2","192.168.1.166","TCP","54","443  >  58685 [ACK] Seq=3539 Ack=27185 Win=14805 Len=0"
"35","0.944543","23.198.241.2","192.168.1.166","TCP","54","443  >  58685 [ACK] Seq=3539 Ack=29986 Win=14790 Len=0"
"36","0.995217","23.198.241.2","192.168.1.166","TLSv1.2","429","Application Data"
"37","0.995217","23.198.241.2","192.168.1.166","TLSv1.2","1118","Application Data"
"38","0.995242","192.168.1.166","23.198.241.2","TCP","54","58685  >  443 [ACK] Seq=29986 Ack=4978 Win=8186 Len=0"
"39","0.998413","192.168.1.166","23.198.241.2","TLSv1.2","5726","Application Data"
"40","1.025110","23.198.241.2","192.168.1.166","TCP","54","443  >  58685 [ACK] Seq=4978 Ack=31446 Win=14812 Len=0"
"41","1.025110","23.198.241.2","192.168.1.166","TCP","54","443  >  58685 [ACK] Seq=4978 Ack=32906 Win=14812 Len=0"
"42","1.045244","23.198.241.2","192.168.1.166","TCP","54","443  >  58685 [ACK] Seq=4978 Ack=35658 Win=14805 Len=0"
"43","1.099124","23.198.241.2","192.168.1.166","TLSv1.2","429","Application Data"
"44","1.099124","23.198.241.2","192.168.1.166","TLSv1.2","1032","Application Data"
"45","1.099147","192.168.1.166","23.198.241.2","TCP","54","58685  >  443 [ACK] Seq=35658 Ack=6331 Win=8191 Len=0"
"46","1.107614","192.168.1.166","23.198.241.2","TLSv1.2","558","Application Data"
"47","1.107665","192.168.1.166","23.198.241.2","TLSv1.2","190","Application Data"
"48","1.107692","192.168.1.166","23.198.241.2","TLSv1.2","176","Application Data"
"49","1.107718","192.168.1.166","23.198.241.2","TLSv1.2","178","Application Data"
"50","1.107781","192.168.1.166","23.198.241.2","TLSv1.2","176","Application Data"
"51","1.108201","192.168.1.166","23.198.241.2","TLSv1.2","90","Application Data"
"52","1.108240","192.168.1.166","23.198.241.2","TLSv1.2","90","Application Data"
"53","1.108287","192.168.1.166","23.198.241.2","TLSv1.2","90","Application Data"
"54","1.108310","192.168.1.166","23.198.241.2","TLSv1.2","90","Application Data"
"55","1.125391","192.168.1.166","23.198.241.2","TLSv1.2","5507","Application Data"
"56","1.135808","23.198.241.2","192.168.1.166","TCP","54","443  >  58685 [ACK] Seq=6331 Ack=36162 Win=14815 Len=0"
"57","1.135808","23.198.241.2","192.168.1.166","TCP","54","443  >  58685 [ACK] Seq=6331 Ack=36298 Win=14814 Len=0"
"58","1.135808","23.198.241.2","192.168.1.166","TCP","54","443  >  58685 [ACK] Seq=6331 Ack=36420 Win=14814 Len=0"
"59","1.137231","192.168.1.166","23.198.241.2","TLSv1.2","5919","Application Data"
"60","1.143987","23.198.241.2","192.168.1.166","TLSv1.2","317","Application Data"
"61","1.143987","23.198.241.2","192.168.1.166","TCP","1514","443  >  58685 [ACK] Seq=6594 Ack=36420 Win=14815 Len=1460 [TCP PDU reassembled in 62]"
"62","1.143987","23.198.241.2","192.168.1.166","TLSv1.2","91","Application Data"
"63","1.143987","23.198.241.2","192.168.1.166","TLSv1.2","972","Application Data, Application Data"
"64","1.144017","192.168.1.166","23.198.241.2","TCP","54","58685  >  443 [ACK] Seq=48128 Ack=9009 Win=8191 Len=0"
"65","1.150043","23.198.241.2","192.168.1.166","TCP","54","443  >  58685 [ACK] Seq=9009 Ack=36666 Win=14815 Len=0"
"66","1.150043","23.198.241.2","192.168.1.166","TCP","54","443  >  58685 [ACK] Seq=9009 Ack=36810 Win=14815 Len=0"
"67","1.152062","23.198.241.2","192.168.1.166","TCP","54","443  >  58685 [ACK] Seq=9009 Ack=39730 Win=14805 Len=0"
"68","1.152062","23.198.241.2","192.168.1.166","TCP","54","443  >  58685 [ACK] Seq=9009 Ack=42263 Win=14814 Len=0"
"69","1.170810","23.198.241.2","192.168.1.166","TLSv1.2","317","Application Data"
"70","1.170810","23.198.241.2","192.168.1.166","TLSv1.2","1279","Application Data"
"71","1.170810","23.198.241.2","192.168.1.166","TLSv1.2","1514","Application Data"
"72","1.170810","23.198.241.2","192.168.1.166","TLSv1.2","172","Application Data"
"73","1.170849","192.168.1.166","23.198.241.2","TCP","54","58685  >  443 [ACK] Seq=48128 Ack=12075 Win=8191 Len=0"
"74","1.194485","23.198.241.2","192.168.1.166","TLSv1.2","356","Application Data"
"75","1.194485","23.198.241.2","192.168.1.166","TLSv1.2","342","Application Data"
"76","1.194510","192.168.1.166","23.198.241.2","TCP","54","58685  >  443 [ACK] Seq=48128 Ack=12665 Win=8189 Len=0"
"77","1.203088","23.198.241.2","192.168.1.166","TLSv1.2","429","Application Data"
"78","1.203088","23.198.241.2","192.168.1.166","TLSv1.2","1105","Application Data"
"79","1.203113","192.168.1.166","23.198.241.2","TCP","54","58685  >  443 [ACK] Seq=48128 Ack=14091 Win=8191 Len=0"
"80","1.251821","23.198.241.2","192.168.1.166","TLSv1.2","317","Application Data"
"81","1.251821","23.198.241.2","192.168.1.166","TLSv1.2","1407","Application Data"
"82","1.251855","192.168.1.166","23.198.241.2","TCP","54","58685  >  443 [ACK] Seq=48128 Ack=15707 Win=8191 Len=0"
"83","1.398358","192.168.1.166","23.198.241.2","TLSv1.2","5776","Application Data"
"84","1.425724","23.198.241.2","192.168.1.166","TCP","54","443  >  58685 [ACK] Seq=15707 Ack=51048 Win=14805 Len=0"
"85","1.425724","23.198.241.2","192.168.1.166","TCP","54","443  >  58685 [ACK] Seq=15707 Ack=53850 Win=14805 Len=0"
"86","1.488586","23.198.241.2","192.168.1.166","TLSv1.2","429","Application Data"
"87","1.488586","23.198.241.2","192.168.1.166","TLSv1.2","1087","Application Data"
"88","1.488618","192.168.1.166","23.198.241.2","TCP","54","58685  >  443 [ACK] Seq=53850 Ack=17115 Win=8186 Len=0"
"89","1.493186","192.168.1.166","23.198.241.2","TLSv1.2","5777","Application Data"
"90","1.523500","23.198.241.2","192.168.1.166","TCP","54","443  >  58685 [ACK] Seq=17115 Ack=59573 Win=14815 Len=0"
"91","1.573416","23.198.241.2","192.168.1.166","TLSv1.2","429","Application Data"
"92","1.573416","23.198.241.2","192.168.1.166","TLSv1.2","1041","Application Data"
"93","1.573448","192.168.1.166","23.198.241.2","TCP","54","58685  >  443 [ACK] Seq=59573 Ack=18477 Win=8191 Len=0"
"94","1.747395","192.168.1.166","23.198.241.2","TLSv1.2","5777","Application Data"
"95","1.774230","23.198.241.2","192.168.1.166","TCP","54","443  >  58685 [ACK] Seq=18477 Ack=62493 Win=14815 Len=0"
"96","1.774230","23.198.241.2","192.168.1.166","TCP","54","443  >  58685 [ACK] Seq=18477 Ack=65296 Win=14815 Len=0"
"97","1.826001","23.198.241.2","192.168.1.166","TLSv1.2","429","Application Data"
"98","1.826001","23.198.241.2","192.168.1.166","TLSv1.2","1041","Application Data"
"99","1.826027","192.168.1.166","23.198.241.2","TCP","54","58685  >  443 [ACK] Seq=65296 Ack=19839 Win=8186 Len=0"
"100","1.981977","192.168.1.166","23.198.241.2","TLSv1.2","5778","Application Data"
"101","2.008112","23.198.241.2","192.168.1.166","TCP","54","443  >  58685 [ACK] Seq=19839 Ack=68216 Win=14805 Len=0"
"102","2.008112","23.198.241.2","192.168.1.166","TCP","54","443  >  58685 [ACK] Seq=19839 Ack=71020 Win=14813 Len=0"
"103","2.059530","23.198.241.2","192.168.1.166","TLSv1.2","429","Application Data"
"104","2.059530","23.198.241.2","192.168.1.166","TLSv1.2","1042","Application Data"
"105","2.059558","192.168.1.166","23.198.241.2","TCP","54","58685  >  443 [ACK] Seq=71020 Ack=21202 Win=8191 Len=0"
"106","2.098292","192.168.1.166","23.198.241.2","TLSv1.2","5904","Application Data"
"107","2.098346","192.168.1.166","23.198.241.2","TLSv1.2","1077","Application Data"
"108","2.125063","23.198.241.2","192.168.1.166","TCP","54","443  >  58685 [ACK] Seq=21202 Ack=75400 Win=14815 Len=0"
"109","2.125063","23.198.241.2","192.168.1.166","TCP","54","443  >  58685 [ACK] Seq=21202 Ack=77893 Win=14805 Len=0"
"110","2.169606","192.168.1.166","23.198.241.2","TLSv1.2","5779","Application Data"
"111","2.194594","23.198.241.2","192.168.1.166","TLSv1.2","361","Application Data"
"112","2.194594","23.198.241.2","192.168.1.166","TLSv1.2","290","Application Data"
"113","2.194620","192.168.1.166","23.198.241.2","TCP","54","58685  >  443 [ACK] Seq=83618 Ack=21745 Win=8189 Len=0"
"114","2.212583","23.198.241.2","192.168.1.166","TCP","54","443  >  58685 [ACK] Seq=21745 Ack=80813 Win=14805 Len=0"
"115","2.212583","23.198.241.2","192.168.1.166","TCP","54","443  >  58685 [ACK] Seq=21745 Ack=83618 Win=14813 Len=0"
"116","2.273166","23.198.241.2","192.168.1.166","TLSv1.2","429","Application Data"
"117","2.273166","23.198.241.2","192.168.1.166","TLSv1.2","1043","Application Data"
"118","2.273199","192.168.1.166","23.198.241.2","TCP","54","58685  >  443 [ACK] Seq=83618 Ack=23109 Win=8191 Len=0"
"119","2.276498","192.168.1.166","23.198.241.2","TLSv1.2","5779","Application Data"
"120","2.304369","23.198.241.2","192.168.1.166","TCP","54","443  >  58685 [ACK] Seq=23109 Ack=86538 Win=14805 Len=0"
"121","2.304369","23.198.241.2","192.168.1.166","TCP","54","443  >  58685 [ACK] Seq=23109 Ack=89343 Win=14813 Len=0"
"122","2.353794","23.198.241.2","192.168.1.166","TLSv1.2","429","Application Data"
"123","2.353794","23.198.241.2","192.168.1.166","TLSv1.2","1043","Application Data"
"124","2.353818","192.168.1.166","23.198.241.2","TCP","54","58685  >  443 [ACK] Seq=89343 Ack=24473 Win=8186 Len=0"
"125","2.452846","192.168.1.166","23.198.241.2","TLSv1.2","5780","Application Data"
"126","2.480119","23.198.241.2","192.168.1.166","TCP","54","443  >  58685 [ACK] Seq=24473 Ack=92263 Win=14815 Len=0"
"127","2.480119","23.198.241.2","192.168.1.166","TCP","54","443  >  58685 [ACK] Seq=24473 Ack=95069 Win=14815 Len=0"
"128","2.528571","23.198.241.2","192.168.1.166","TLSv1.2","429","Application Data"
"129","2.528571","23.198.241.2","192.168.1.166","TLSv1.2","1000","Application Data"
"130","2.528591","192.168.1.166","23.198.241.2","TCP","54","58685  >  443 [ACK] Seq=95069 Ack=25794 Win=8191 Len=0"
"131","2.605574","192.168.1.166","23.198.241.2","TLSv1.2","5724","Application Data"
"132","2.605613","192.168.1.166","23.198.241.2","TLSv1.2","2098","Application Data"
"133","2.631370","23.198.241.2","192.168.1.166","TCP","54","443  >  58685 [ACK] Seq=25794 Ack=102783 Win=14787 Len=0"
"134","2.646890","23.198.241.2","192.168.1.166","TLSv1.2","374","Application Data"
"135","2.646890","23.198.241.2","192.168.1.166","TLSv1.2","85","Application Data"
"136","2.646906","192.168.1.166","23.198.241.2","TCP","54","58685  >  443 [ACK] Seq=102783 Ack=26145 Win=8190 Len=0"
"137","2.687157","192.168.1.166","23.198.241.2","TLSv1.2","5978","Application Data"
"138","2.712984","23.198.241.2","192.168.1.166","TCP","54","443  >  58685 [ACK] Seq=26145 Ack=108707 Win=14815 Len=0"
"139","4.811268","23.198.241.2","192.168.1.166","TCP","1514","443  >  58685 [ACK] Seq=26145 Ack=108707 Win=14815 Len=1460 [TCP PDU reassembled in 140]"
"140","4.811268","23.198.241.2","192.168.1.166","TLSv1.2","70","Application Data"
"141","4.811268","23.198.241.2","192.168.1.166","TCP","16114","443  >  58685 [ACK] Seq=27621 Ack=108707 Win=14815 Len=16060 [TCP PDU reassembled in 142]"
"142","4.811268","23.198.241.2","192.168.1.166","TLSv1.2","400","Application Data"
"143","4.811268","23.198.241.2","192.168.1.166","TLSv1.2","85","Application Data"
"144","4.811268","23.198.241.2","192.168.1.166","TCP","16114","443  >  58685 [ACK] Seq=44058 Ack=108707 Win=14815 Len=16060 [TCP PDU reassembled in 145]"
"145","4.811268","23.198.241.2","192.168.1.166","TLSv1.2","400","Application Data"
"146","4.811268","23.198.241.2","192.168.1.166","TLSv1.2","7354","Application Data"
"147","4.811268","23.198.241.2","192.168.1.166","TLSv1.2","1309","Application Data"
"148","4.811268","23.198.241.2","192.168.1.166","TCP","4434","443  >  58685 [ACK] Seq=69019 Ack=108707 Win=14815 Len=4380 [TCP PDU reassembled in 149]"
"149","4.811268","23.198.241.2","192.168.1.166","TLSv1.2","935","Application Data"
"150","4.811336","192.168.1.166","23.198.241.2","TCP","54","58685  >  443 [ACK] Seq=108707 Ack=74280 Win=8191 Len=0"
"151","4.814994","23.198.241.2","192.168.1.166","TCP","1514","443  >  58685 [ACK] Seq=74280 Ack=108707 Win=14815 Len=1460 [TCP PDU reassembled in 162]"
"152","4.814994","23.198.241.2","192.168.1.166","TCP","1514","443  >  58685 [ACK] Seq=75740 Ack=108707 Win=14815 Len=1460 [TCP PDU reassembled in 162]"
"153","4.814994","23.198.241.2","192.168.1.166","TCP","1514","443  >  58685 [ACK] Seq=77200 Ack=108707 Win=14815 Len=1460 [TCP PDU reassembled in 162]"
"154","4.814994","23.198.241.2","192.168.1.166","TCP","1514","443  >  58685 [ACK] Seq=78660 Ack=108707 Win=14815 Len=1460 [TCP PDU reassembled in 162]"
"155","4.814994","23.198.241.2","192.168.1.166","TCP","1514","443  >  58685 [ACK] Seq=80120 Ack=108707 Win=14815 Len=1460 [TCP PDU reassembled in 162]"
"156","4.814994","23.198.241.2","192.168.1.166","TCP","1514","443  >  58685 [ACK] Seq=81580 Ack=108707 Win=14815 Len=1460 [TCP PDU reassembled in 162]"
"157","4.814994","23.198.241.2","192.168.1.166","TCP","1514","443  >  58685 [ACK] Seq=83040 Ack=108707 Win=14815 Len=1460 [TCP PDU reassembled in 162]"
"158","4.814994","23.198.241.2","192.168.1.166","TCP","1514","443  >  58685 [ACK] Seq=84500 Ack=108707 Win=14815 Len=1460 [TCP PDU reassembled in 162]"
"159","4.814994","23.198.241.2","192.168.1.166","TCP","1514","443  >  58685 [ACK] Seq=85960 Ack=108707 Win=14815 Len=1460 [TCP PDU reassembled in 162]"
"160","4.814994","23.198.241.2","192.168.1.166","TCP","1514","443  >  58685 [ACK] Seq=87420 Ack=108707 Win=14815 Len=1460 [TCP PDU reassembled in 162]"
"161","4.814994","23.198.241.2","192.168.1.166","TCP","1514","443  >  58685 [ACK] Seq=88880 Ack=108707 Win=14815 Len=1460 [TCP PDU reassembled in 162]"
"162","4.814994","23.198.241.2","192.168.1.166","TLSv1.2","400","Application Data"
"163","4.814994","23.198.241.2","192.168.1.166","TLSv1.2","85","Application Data"
"164","4.814994","23.198.241.2","192.168.1.166","TCP","1514","443  >  58685 [ACK] Seq=90717 Ack=108707 Win=14815 Len=1460 [TCP PDU reassembled in 169]"
