"No.","Time","Source","Destination","Protocol","Length","Info"
"32","0.143582","100.86.243.187","172.253.122.93","TCP","1466","56045  >  443 [ACK] Seq=1 Ack=1 Win=8282 Len=1400 TSval=758493937 TSecr=960902499 [TCP PDU reassembled in 36]"
"33","0.143584","100.86.243.187","172.253.122.93","TCP","1466","56045  >  443 [ACK] Seq=1401 Ack=1 Win=8282 Len=1400 TSval=758493937 TSecr=960902499 [TCP PDU reassembled in 36]"
"34","0.143587","100.86.243.187","172.253.122.93","TCP","1466","56045  >  443 [ACK] Seq=2801 Ack=1 Win=8282 Len=1400 TSval=758493937 TSecr=960902499 [TCP PDU reassembled in 36]"
"35","0.143588","100.86.243.187","172.253.122.93","TCP","1466","56045  >  443 [ACK] Seq=4201 Ack=1 Win=8282 Len=1400 TSval=758493937 TSecr=960902499 [TCP PDU reassembled in 36]"
"36","0.143632","100.86.243.187","172.253.122.93","TLSv1.2","994","Application Data"
"37","0.155410","172.253.122.93","100.86.243.187","TCP","66","443  >  56045 [ACK] Seq=1 Ack=2801 Win=1448 Len=0 TSval=960903376 TSecr=758493937"
"38","0.155411","172.253.122.93","100.86.243.187","TCP","78","[TCP Dup ACK 37#1] 443  >  56045 [ACK] Seq=1 Ack=2801 Win=1452 Len=0 TSval=960903376 TSecr=758493937 SLE=5601 SRE=6529"
"39","0.155411","172.253.122.93","100.86.243.187","TCP","66","443  >  56045 [ACK] Seq=1 Ack=6529 Win=1444 Len=0 TSval=960903376 TSecr=758493937"
"42","0.181983","172.253.122.93","100.86.243.187","TLSv1.2","143","Application Data"
"43","0.182073","100.86.243.187","172.253.122.93","TCP","66","56045  >  443 [ACK] Seq=6529 Ack=78 Win=8281 Len=0 TSval=758493976 TSecr=960903403"
"44","0.182249","172.253.122.93","100.86.243.187","TLSv1.2","97","Application Data"
"45","0.182250","172.253.122.93","100.86.243.187","TLSv1.2","105","Application Data"
"46","0.182300","100.86.243.187","172.253.122.93","TCP","66","56045  >  443 [ACK] Seq=6529 Ack=148 Win=8281 Len=0 TSval=758493976 TSecr=960903403"
"47","0.182453","100.86.243.187","172.253.122.93","TLSv1.2","105","Application Data"
