"No.","Time","Source","Destination","Protocol","Length","Info"
"1","0.000000","2600:4040:13e3:bf00:44e8:32de:8bf3:cac2","2620:0:861:ed1a::1","TLSv1.2","265","Application Data"
"2","0.000055","2600:4040:13e3:bf00:44e8:32de:8bf3:cac2","2620:0:861:ed1a::1","TLSv1.2","113","Application Data"
"3","0.013414","2620:0:861:ed1a::1","2600:4040:13e3:bf00:44e8:32de:8bf3:cac2","TCP","74","443  >  49913 [ACK] Seq=1 Ack=231 Win=83 Len=0"
"4","0.013414","2620:0:861:ed1a::1","2600:4040:13e3:bf00:44e8:32de:8bf3:cac2","TLSv1.2","113","Application Data"
"5","0.013414","2620:0:861:ed1a::1","2600:4040:13e3:bf00:44e8:32de:8bf3:cac2","TCP","1514","443  >  49913 [ACK] Seq=40 Ack=231 Win=83 Len=1440 [TCP PDU reassembled in 6]"
"6","0.013414","2620:0:861:ed1a::1","2600:4040:13e3:bf00:44e8:32de:8bf3:cac2","TLSv1.2","951","Application Data"
"7","0.013451","2600:4040:13e3:bf00:44e8:32de:8bf3:cac2","2620:0:861:ed1a::1","TCP","74","49913  >  443 [ACK] Seq=231 Ack=2357 Win=4095 Len=0"
"8","0.013918","2600:4040:13e3:bf00:44e8:32de:8bf3:cac2","2620:0:861:ed1a::1","TLSv1.2","109","Application Data"
"9","0.070871","2620:0:861:ed1a::1","2600:4040:13e3:bf00:44e8:32de:8bf3:cac2","TCP","74","443  >  49913 [ACK] Seq=2357 Ack=266 Win=83 Len=0"
"10","0.692036","2600:4040:13e3:bf00:44e8:32de:8bf3:cac2","2620:0:861:ed1a::1","TLSv1.2","175","Application Data"
"11","0.705405","2620:0:861:ed1a::1","2600:4040:13e3:bf00:44e8:32de:8bf3:cac2","TCP","74","443  >  49913 [ACK] Seq=2357 Ack=367 Win=83 Len=0"
"12","0.705405","2620:0:861:ed1a::1","2600:4040:13e3:bf00:44e8:32de:8bf3:cac2","TLSv1.2","25994","Application Data"
"13","0.705446","2600:4040:13e3:bf00:44e8:32de:8bf3:cac2","2620:0:861:ed1a::1","TCP","74","49913  >  443 [ACK] Seq=367 Ack=28277 Win=4095 Len=0"
"14","0.706566","2620:0:861:ed1a::1","2600:4040:13e3:bf00:44e8:32de:8bf3:cac2","TCP","4394","443  >  49913 [ACK] Seq=28277 Ack=367 Win=83 Len=4320 [TCP PDU reassembled in 15]"
"15","0.706566","2620:0:861:ed1a::1","2600:4040:13e3:bf00:44e8:32de:8bf3:cac2","TLSv1.2","739","Application Data"
"16","0.706600","2600:4040:13e3:bf00:44e8:32de:8bf3:cac2","2620:0:861:ed1a::1","TCP","74","49913  >  443 [ACK] Seq=367 Ack=33262 Win=4095 Len=0"
"17","0.707050","2620:0:861:ed1a::1","2600:4040:13e3:bf00:44e8:32de:8bf3:cac2","TCP","1514","443  >  49913 [ACK] Seq=33262 Ack=367 Win=83 Len=1440 [TCP PDU reassembled in 21]"
"18","0.707050","2620:0:861:ed1a::1","2600:4040:13e3:bf00:44e8:32de:8bf3:cac2","TCP","1514","443  >  49913 [ACK] Seq=34702 Ack=367 Win=83 Len=1440 [TCP PDU reassembled in 21]"
"19","0.707050","2620:0:861:ed1a::1","2600:4040:13e3:bf00:44e8:32de:8bf3:cac2","TCP","1514","443  >  49913 [ACK] Seq=36142 Ack=367 Win=83 Len=1440 [TCP PDU reassembled in 21]"
"20","0.707050","2620:0:861:ed1a::1","2600:4040:13e3:bf00:44e8:32de:8bf3:cac2","TCP","11594","443  >  49913 [ACK] Seq=37582 Ack=367 Win=83 Len=11520 [TCP PDU reassembled in 21]"
"21","0.707050","2620:0:861:ed1a::1","2600:4040:13e3:bf00:44e8:32de:8bf3:cac2","TLSv1.2","585","Application Data"
"22","0.707050","2620:0:861:ed1a::1","2600:4040:13e3:bf00:44e8:32de:8bf3:cac2","TCP","15914","443  >  49913 [ACK] Seq=49613 Ack=367 Win=83 Len=15840 [TCP PDU reassembled in 23]"
"23","0.707050","2620:0:861:ed1a::1","2600:4040:13e3:bf00:44e8:32de:8bf3:cac2","TLSv1.2","585","Application Data"
"24","0.707050","2620:0:861:ed1a::1","2600:4040:13e3:bf00:44e8:32de:8bf3:cac2","TCP","14474","443  >  49913 [ACK] Seq=65964 Ack=367 Win=83 Len=14400 [TCP PDU reassembled in 25]"
"25","0.707050","2620:0:861:ed1a::1","2600:4040:13e3:bf00:44e8:32de:8bf3:cac2","TLSv1.2","1191","Application Data"
"26","0.707103","2600:4040:13e3:bf00:44e8:32de:8bf3:cac2","2620:0:861:ed1a::1","TCP","74","49913  >  443 [ACK] Seq=367 Ack=81481 Win=4095 Len=0"
"27","0.716006","2600:4040:13e3:bf00:44e8:32de:8bf3:cac2","2620:0:861:ed1a::1","TLSv1.2","397","Application Data"
"28","0.716086","2600:4040:13e3:bf00:44e8:32de:8bf3:cac2","2620:0:861:ed1a::1","TLSv1.2","555","Application Data"
"29","0.728642","2620:0:861:ed1a::1","2600:4040:13e3:bf00:44e8:32de:8bf3:cac2","TLSv1.2","879","Application Data"
"30","0.730900","2620:0:861:ed1a::1","2600:4040:13e3:bf00:44e8:32de:8bf3:cac2","TLSv1.2","988","Application Data"
"31","0.730920","2600:4040:13e3:bf00:44e8:32de:8bf3:cac2","2620:0:861:ed1a::1","TCP","74","49913  >  443 [ACK] Seq=1171 Ack=83200 Win=4095 Len=0"
