"No.","Time","Source","Destination","Protocol","Length","Info"
"3","0.106147","100.86.243.187","23.13.164.38","TLSv1.2","846","Application Data"
"4","0.119219","23.13.164.38","100.86.243.187","TCP","66","443  >  54993 [ACK] Seq=1 Ack=781 Win=501 Len=0 TSval=1115285819 TSecr=931252169"
"5","0.176515","23.13.164.38","100.86.243.187","TCP","1514","443  >  54993 [ACK] Seq=1 Ack=781 Win=501 Len=1448 TSval=1115285873 TSecr=931252169 [TCP PDU reassembled in 6]"
"6","0.176516","23.13.164.38","100.86.243.187","TLSv1.2","194","Application Data"
"7","0.176517","23.13.164.38","100.86.243.187","TCP","1514","443  >  54993 [ACK] Seq=1577 Ack=781 Win=501 Len=1448 TSval=1115285873 TSecr=931252169 [TCP PDU reassembled in 20]"
"8","0.176633","100.86.243.187","23.13.164.38","TCP","66","54993  >  443 [ACK] Seq=781 Ack=3025 Win=37408 Len=0 TSval=931252240 TSecr=1115285873"
"9","0.177011","100.86.243.187","23.13.164.38","TCP","66","[TCP Window Update] 54993  >  443 [ACK] Seq=781 Ack=3025 Win=37456 Len=0 TSval=931252240 TSecr=1115285873"
"10","0.178313","23.13.164.38","100.86.243.187","TCP","1514","443  >  54993 [ACK] Seq=3025 Ack=781 Win=501 Len=1448 TSval=1115285873 TSecr=931252169 [TCP PDU reassembled in 20]"
"11","0.178314","23.13.164.38","100.86.243.187","TCP","1514","443  >  54993 [ACK] Seq=4473 Ack=781 Win=501 Len=1448 TSval=1115285873 TSecr=931252169 [TCP PDU reassembled in 20]"
"12","0.178315","23.13.164.38","100.86.243.187","TCP","1514","443  >  54993 [ACK] Seq=5921 Ack=781 Win=501 Len=1448 TSval=1115285873 TSecr=931252169 [TCP PDU reassembled in 20]"
"13","0.178316","23.13.164.38","100.86.243.187","TCP","1514","443  >  54993 [ACK] Seq=7369 Ack=781 Win=501 Len=1448 TSval=1115285873 TSecr=931252169 [TCP PDU reassembled in 20]"
"14","0.178317","23.13.164.38","100.86.243.187","TCP","1514","443  >  54993 [ACK] Seq=8817 Ack=781 Win=501 Len=1448 TSval=1115285873 TSecr=931252169 [TCP PDU reassembled in 20]"
"15","0.178318","23.13.164.38","100.86.243.187","TCP","1514","443  >  54993 [ACK] Seq=10265 Ack=781 Win=501 Len=1448 TSval=1115285873 TSecr=931252169 [TCP PDU reassembled in 20]"
"16","0.178319","23.13.164.38","100.86.243.187","TCP","1514","443  >  54993 [ACK] Seq=11713 Ack=781 Win=501 Len=1448 TSval=1115285873 TSecr=931252169 [TCP PDU reassembled in 20]"
"17","0.178319","23.13.164.38","100.86.243.187","TCP","1514","443  >  54993 [PSH, ACK] Seq=13161 Ack=781 Win=501 Len=1448 TSval=1115285873 TSecr=931252169 [TCP PDU reassembled in 20]"
"18","0.178321","23.13.164.38","100.86.243.187","TCP","1514","443  >  54993 [ACK] Seq=14609 Ack=781 Win=501 Len=1448 TSval=1115285874 TSecr=931252169 [TCP PDU reassembled in 20]"
"19","0.178321","23.13.164.38","100.86.243.187","TCP","1514","443  >  54993 [ACK] Seq=16057 Ack=781 Win=501 Len=1448 TSval=1115285874 TSecr=931252169 [TCP PDU reassembled in 20]"
"20","0.178322","23.13.164.38","100.86.243.187","TLSv1.2","1514","Application Data, Application Data"
"21","0.178324","23.13.164.38","100.86.243.187","TCP","1514","443  >  54993 [ACK] Seq=18953 Ack=781 Win=501 Len=1448 TSval=1115285874 TSecr=931252169 [TCP PDU reassembled in 31]"
"22","0.178324","23.13.164.38","100.86.243.187","TCP","1514","443  >  54993 [ACK] Seq=20401 Ack=781 Win=501 Len=1448 TSval=1115285874 TSecr=931252169 [TCP PDU reassembled in 31]"
